ID,Burn-ID,Site,Lat,Long,Veg-type,drop-outlier,OzCBI-full
250,ESP014,DHU1,-32.48869,121.92047,H,No,0.13
251,ESP014,DHU2,-32.48623,121.9259,H,No,0.65
252,ESP014,DM1,-32.75563,121.9548,M,No,2.43
253,ESP014,DWH3,-32.44275,122.06586,LF,No,2.88
254,ESP014,DWH4,-32.56364,122.08338,LF,No,2.97
255,ESP014,DWH6,-32.60703,122.04724,LF,No,3.00
256,ESP014,DWL10,-32.6071,122.00277,LF,No,1.56
257,ESP014,DWL2,-32.48864,121.92531,LF,No,1.38
258,ESP014,DWL3,-32.49256,121.91893,LF,No,1.31
259,ESP014,DWL4,-32.49444,121.91385,LF,No,1.46
260,ESP014,DWL5,-32.44866,121.97281,LF,No,0.99
261,ESP014,DWL6,-32.44291,122.0368,LF,No,1.58
262,ESP014,DWL7,-32.44954,122.07066,LF,No,1.38
263,ESP014,DWL8,-32.56294,122.08229,LF,No,1.18
264,ESP014,DWL9,-32.60638,122.04765,LF,No,1.20
265,ESP014,DWM10,-32.60581,122.01555,LF,No,1.83
266,ESP014,DWM3,-32.48767,121.92475,LF,No,2.18
267,ESP014,DWM4,-32.49498,121.91879,LF,No,2.48
268,ESP014,DWM5,-32.46244,121.93935,LF,No,1.73
269,ESP014,DWM6,-32.45616,121.94748,LF,No,1.62
270,ESP014,DWM9,-32.60638,122.04727,LF,No,1.92
271,ESP014,DWU3,-32.44488,122.07251,LF,No,0.44
272,ESP015,DMH1,-32.52844,122.25209,M,No,2.86
273,ESP015,DMH4,-32.56557,122.29543,M,No,2.78
274,ESP015,DML1,-32.49198,122.27442,M,No,1.08
275,ESP015,DML2,-32.496,122.26901,M,No,1.63
276,ESP015,DML2,-32.52026,122.25713,M,No,1.19
277,ESP015,DML3,-32.57369,122.31328,M,No,1.32
278,ESP015,DML4,-32.5832,122.33205,M,No,1.01
279,ESP015,DMM1,-32.49132,122.27361,M,No,2.34
280,ESP015,DMM2,-32.49897,122.29811,M,No,2.29
281,ESP015,DMM3,-32.50399,122.27819,M,No,2.10
282,ESP015,DMM5,-32.5032,122.27905,M,No,2.21
283,ESP015,DMM6,-32.52124,122.25782,M,No,1.96
284,ESP015,DMM9,-32.56529,122.29676,M,No,2.51
285,ESP015,DMU2,-32.496,122.26853,M,No,0.38
286,ESP015,DMU3,-32.50366,122.27725,M,No,0.30
287,ESP015,DMU4,-32.54061,122.2734,M,No,0.02
288,ESP015,DWH1,-32.56275,122.29469,LF,No,2.57
289,ESP015,DWL1,-32.49893,122.27742,LF,No,1.37
290,ESP015,DWM1,-32.56223,122.29554,LF,No,1.06
291,ESP015,DWM2,-32.58407,122.34173,LF,No,2.55
292,ESP016,NHH1,-31.88034,121.63882,H,No,2.57
293,ESP016,NHH10,-32.24231,121.31223,H,No,2.89
294,ESP016,NHH2,-31.87991,121.62861,H,No,2.76
295,ESP016,NHH3,-31.88193,121.62668,H,Yes,2.93
296,ESP016,NHH4,-31.83735,121.54546,H,No,2.31
297,ESP016,NHH5,-32.01396,121.63394,H,No,2.60
298,ESP016,NHH7,-32.31891,121.3487,H,Yes,2.83
299,ESP016,NHH8,-32.3152,121.34163,H,No,2.95
300,ESP016,NHL1,-31.89612,121.60349,H,No,1.02
301,ESP016,NHL3,-31.84145,121.5548,H,No,1.46
302,ESP016,NHL4,-32.01895,121.59885,H,No,1.12
303,ESP016,NHL5,-32.01284,121.63375,H,No,1.31
304,ESP016,NHL6,-32.01309,121.63322,H,No,1.10
305,ESP016,NHM1,-31.88107,121.63874,H,No,1.36
306,ESP016,NHM10,-31.85661,121.5871,H,No,1.16
307,ESP016,NHM12,-32.3598,121.34731,H,No,1.91
308,ESP016,NHM13,-32.2906,121.32753,H,No,2.15
309,ESP016,NHM14,-32.25811,121.32858,H,No,1.97
310,ESP016,NHM2,-31.87885,121.62739,H,No,1.46
311,ESP016,NHM3,-31.88137,121.62844,H,No,1.32
312,ESP016,NHM4,-31.89428,121.60702,H,No,1.04
313,ESP016,NHM5,-31.82689,121.52875,H,No,1.05
314,ESP016,NHM6,-31.83373,121.53692,H,No,1.60
315,ESP016,NHM7,-31.8333,121.53643,H,No,1.80
316,ESP016,NHM8,-31.84108,121.55438,H,No,1.54
317,ESP016,NHM9,-31.84777,121.56391,H,No,1.80
318,ESP016,NHU1,-31.88161,121.63872,H,No,0.00
319,ESP016,NHU2,-31.87914,121.62817,H,Yes,0.00
320,ESP016,NHU3,-31.88198,121.62843,H,No,0.33
321,ESP016,NHU4,-31.89632,121.60427,H,No,0.14
322,ESP016,NHU5,-31.84614,121.565,H,Yes,0.25
323,ESP016,NHU6,-32.01893,121.59734,H,Yes,0.37
324,ESP016,NHU7,-32.35866,121.34932,H,Yes,0.07
325,ESP016,NHU8,-32.24187,121.31201,H,No,0.36
326,ESP016,NMH3,-32.34065,121.34437,M,No,2.49
327,ESP016,NMH4,-32.31452,121.34149,M,No,3.00
328,ESP016,NMH5,-32.23304,121.314,M,No,2.89
329,ESP016,NML3,-32.3612,121.34492,M,No,1.26
330,ESP016,NML4,-32.29044,121.32924,M,No,1.05
331,ESP016,NML5,-32.28326,121.32341,M,No,0.91
332,ESP016,NML6,-32.27651,121.32277,M,No,0.80
333,ESP016,NMM1,-31.87941,121.62148,M,No,1.92
334,ESP016,NMM3,-32.34037,121.34371,N,No,1.41
335,ESP016,NMM4,-32.31466,121.34196,M,No,2.10
336,ESP016,NMM5,-32.23131,121.3168,M,Yes,1.81
337,ESP016,NMM6,-32.1797,121.48677,M,No,2.57
338,ESP016,NW1,-31.88075,121.63844,LF,No,2.13
339,ESP016,NWH1,-31.89121,121.60309,LF,No,2.66
340,ESP016,NWH3,-32.01893,121.59659,LF,No,2.72
341,ESP016,NWM2,-31.89583,121.60304,LF,No,1.38
342,ESP016,NWM3,-31.82724,121.5283,LF,No,1.87
343,ESP016,NWM4,-31.84759,121.56434,LF,No,2.33
344,FRK050,LHH10,-34.67634,116.598213,H,No,2.03
345,FRK050,LHH11,-34.711858,116.670546,H,No,2.13
346,FRK050,LHH4,-34.693079,116.704142,H,No,2.52
347,FRK050,LHH4,-34.672306,116.696817,H,No,1.74
348,FRK050,LHH7,-34.67243,116.625242,H,No,2.08
349,FRK050,LHH8,-34.675855,116.613194,H,No,2.23
350,FRK050,LHH9,-34.676093,116.610252,H,No,2.40
351,FRK050,LHL11,-34.703036,116.655902,H,No,1.60
352,FRK050,LHL3,-34.692475,116.70434,H,No,0.65
353,FRK050,LHL4,-34.67284,116.696375,H,No,0.60
354,FRK050,LHL6,-34.662795,116.661036,H,No,1.36
355,FRK050,LHL7,-34.673136,116.625481,H,No,1.03
356,FRK050,LHL9,-34.676521,116.609434,H,No,1.13
357,FRK050,LHM10,-34.675027,116.608911,H,No,2.00
358,FRK050,LHM3,-34.692221,116.704233,H,No,1.61
359,FRK050,LHM4,-34.672276,116.696289,H,No,1.33
360,FRK050,LHM6,-34.66282,116.661554,H,No,1.87
361,FRK050,LHM7,-34.672826,116.625463,H,No,1.57
362,FRK050,LHM8,-34.676293,116.612471,H,No,1.17
363,FRK050,LHM9,-34.675098,116.60991,H,No,1.73
364,FRK050,LHU1,-34.678428,116.600215,H,No,0.00
365,FRK050,LJH2,-34.67378,116.609758,SJ,No,2.31
366,FRK050,LJL1,-34.686866,116.596309,SJ,No,1.05
367,FRK050,LJL2,-34.67338,116.609044,SJ,No,2.00
368,FRK050,LJM1,-34.686895,116.595281,SJ,No,1.94
369,FRK050,LJM2,-34.674018,116.609082,SJ,No,2.23
370,FRK050,LJU1,-34.686626,116.577208,SJ,No,0.00
371,FRK050,LKH1,-34.688314,116.801211,K,No,2.44
372,FRK050,LKH11,-34.67653,116.612689,K,No,2.17
373,FRK050,LKH9,-34.705683,116.635626,K,No,1.68
374,FRK050,LKL1,-34.627437,116.601728,K,No,1.04
375,FRK050,LKL11,-34.676959,116.612295,K,No,1.70
376,FRK050,LKL11b,-34.677692,116.611833,K,No,1.70
377,FRK050,LKL13,-34.702919,116.65533,K,No,2.09
378,FRK050,LKL13b,-34.71222,116.655209,K,No,2.00
379,FRK050,LKL16,-34.673892,116.649167,K,No,1.67
380,FRK050,LKL17,-34.671507,116.653107,K,No,1.05
381,FRK050,LKL2,-34.679152,116.800483,K,No,0.98
382,FRK050,LKL2b,-34.677892,116.599438,K,No,1.58
383,FRK050,LKL5,-34.672989,116.638422,K,No,1.25
384,FRK050,LKL5b,-34.67493,116.637965,K,No,2.11
385,FRK050,LKL7,-34.711472,116.670873,K,No,1.88
386,FRK050,LKL7b,-34.711619,116.675653,K,No,1.01
387,FRK050,LKL8,-34.705195,116.63621,K,No,1.84
388,FRK050,LKL8b,-34.703846,116.636359,K,No,1.93
389,FRK050,LKL9,-34.705556,116.635012,K,No,0.94
390,FRK050,LKL9b,-34.705219,116.63494,K,No,1.85
391,FRK050,LKM1,-34.680399,116.60202,K,No,2.33
392,FRK050,LKM11,-34.67515,116.61366,K,No,2.16
393,FRK050,LKM13,-34.713329,116.655114,K,No,2.01
394,FRK050,LKM1b,-34.685972,116.80182,K,No,1.93
395,FRK050,LKM2,-34.677025,116.598822,K,No,2.19
396,FRK050,LKM5,-34.674487,116.638696,K,No,2.01
397,FRK050,LKM7,-34.710033,116.66811,K,No,2.17
398,FRK050,LKM7b,-34.71355,116.674482,K,No,2.13
399,FRK050,LKM8,-34.704167,116.637946,K,No,2.10
400,FRK050,LKM8b,-34.703201,116.637338,K,No,2.09
401,FRK050,LKU1,-34.682307,116.593424,K,No,0.00
402,FRK050,LKU5,-34.673253,116.637241,K,No,0.00
403,PHS128,JH1,-31.46591,116.28359,NJ,No,2.49
404,PHS128,JH2,-31.45844,116.28984,NJ,No,2.72
405,PHS128,JH3,-31.4488,116.29146,NJ,Yes,2.56
406,PHS128,JL1,-31.44113,116.27764,NJ,No,1.82
407,PHS128,JL1a,-31.46634,116.28476,NJ,No,1.11
408,PHS128,JL2,-31.45884,116.28811,NJ,No,1.39
409,PHS128,JL3,-31.44699,116.27662,NJ,No,1.89
410,PHS128,JL4,-31.4331,116.29343,NJ,No,2.08
411,PHS128,JL5,-31.44408,116.29084,NJ,No,1.29
412,PHS128,JM1,-31.4488,116.29146,NJ,No,2.16
413,PHS128,JM2,-31.45954,116.291002,NJ,No,2.14
414,PHS128,JM3,-31.44662,116.27894,NJ,No,2.03
415,PHS128,JM5,-31.43213,116.29571,NJ,No,2.33
416,PHS128,JM6,-31.43219,116.29381,NJ,No,2.26
417,PHS128,JU1,-31.46498,116.28313,NJ,Yes,0.00
418,PHS128,JU2,-31.44911,116.29084,NJ,No,0.00
419,PHS128,JU3,-31.44686,116.27751,NJ,Yes,0.00
420,PHS128,JU4,-31.44214,116.27704,NJ,Yes,0.00
421,PHS128,JU5,-31.44613,116.27636,NJ,No,0.00
422,PHS128,WH1,-31.4677,116.28337,W,No,2.68
423,PHS128,WH2,-31.4512,116.27723,W,No,2.76
424,PHS128,WH3,-31.45251,116.27638,W,No,2.57
425,PHS128,WL1,-31.46568,116.28272,W,No,1.48
426,PHS128,WL2,-31.45595,116.29088,W,No,1.21
427,PHS128,WL3,-31.43298,116.28184,W,No,1.87
428,PHS128,WL4,-31.42941,116.28988,W,No,1.42
429,PHS128,WL5,-31.42958,116.287,W,No,2.26
430,PHS128,WL6,-31.43813,116.29308,W,No,1.26
431,PHS128,WM1,-31.46525,116.28102,W,No,1.98
432,PHS128,WM2,-31.45708,116.29077,W,No,1.52
433,PHS128,WM3,-31.45303,116.27587,W,No,2.42
434,PHS128,WM4,-31.43486,116.29609,W,No,2.29
435,PHS128,WM5,-31.4305,116.29139,W,No,2.26
436,PHS128,WM6,-31.43725,116.2925,W,No,2.18
437,PHS128,WU1,-31.46465,116.28222,W,Yes,0.00
438,PHS128,WU3,-31.43279,116.28282,W,Yes,0.00
439,PHS128,WU4,-31.45317,116.29173,W,Yes,0.00
440,PHS128,WU5,-31.42594,116.29305,W,Yes,0.03
441,SWC057,YaBH1,-31.562386,115.685429,BW,No,2.72
