ID,Burn-ID,Site,Lat,Long,Veg-type,OzCBI
111,DON076,YJM7,-34.21682,116.27939,SJ,1.89
112,DON076,YJM8,-34.20795,116.26549,SJ,1.66
113,DON076,YJM9,-34.1917,116.23972,SJ,2.02
114,DON076,YJU1,-34.18661,116.25886,SJ,0
115,DON076,YJU10,-34.1802,116.29567,SJ,0
116,DON076,YJU3,-34.19214,116.27212,SJ,0
117,DON076,YJU4,-34.19874,116.28139,SJ,0
118,DON076,YJU5,-34.19739,116.29094,SJ,0
119,DON076,YJU6,-34.20795,116.29719,SJ,0
120,DON076,YJU8,-34.20595,116.26178,SJ,0
121,DON076,YJU9,-34.19145,116.23815,SJ,0
122,DON078,CJH10,-34.22555,116.35773,SJ,2.15
123,DON078,CJH11,-34.22688,116.35291,SJ,2.3
124,DON078,CJH4,-34.22285,116.36503,SJ,2.36
125,DON078,CJH5,-34.2233,116.36986,SJ,2.41
126,DON078,CJH9,-34.2226,116.36036,SJ,2.25
127,DON078,CJL1,-34.22936,116.34929,SJ,1.81
128,DON078,CJL10,-34.22416,116.35781,SJ,1.46
129,DON078,CJL11,-34.22582,116.35314,SJ,1.82
130,DON078,CJL4,-34.22415,116.36611,SJ,1.47
131,DON078,CJL5,-34.22319,116.36956,SJ,1.79
132,DON078,CJL7,-34.22094,166.36631,,1.71
133,DON078,CJL9,-34.22196,116.35978,SJ,1.55
134,DON078,CJM1,-34.22892,116.34894,SJ,2.21
135,DON078,CJM10,-34.22506,116.35782,SJ,1.72
136,DON078,CJM11,-34.22641,116.35341,SJ,2.24
137,DON078,CJM4,-34.22394,116.36586,SJ,1.97
138,DON078,CJM7,-34.22106,116.36984,SJ,1.68
139,DON078,CJM9,-34.22159,116.36096,SJ,2.18
140,DON079,EJH1,-34.195083,115.858611,SJ,2.64
141,DON079,EJH1b,-34.175222,115.857111,SJ,2.34
142,DON079,EJH2,-34.189,115.857583,SJ,2.53
143,DON079,EJH2b,-34.172611,115.843639,SJ,2.25
144,DON079,EJH3,-34.189222,115.856833,SJ,2.64
145,DON079,EJH4,-34.191944,115.834556,SJ,2.65
146,DON079,EJH6,-34.201917,115.842944,SJ,2.54
147,DON079,EJL1,-34.197583,115.860278,SJ,1.64
148,DON079,EJL2b,-34.177722,115.84425,SJ,1.46
149,DON079,EJL3,-34.191778,115.855167,SJ,1.02
150,DON079,EJL6,-34.201611,115.845694,SJ,1.31
151,DON079,EJL7,-34.183944,115.820556,SJ,1.8
152,DON079,EJM1,-34.197278,115.861389,,2.42
153,DON079,EJM1b,-34.175361,115.857278,SJ,2.12
154,DON079,EJM2b,-34.178139,115.84925,SJ,1.78
155,DON079,EJM3,-34.191056,115.855861,SJ,2.21
156,DON079,EJM3b,-34.673528,115.846111,,2.15
157,DON079,EJM4,-34.191028,115.835611,SJ,1.86
158,DON079,EJM6,-34.202222,115.845444,SJ,2.01
159,DON079,EJM7,-34.184944,115.825722,SJ,1.86
160,DON079,EKH3,-34.207417,115.846417,K,2.02
161,DON079,EKL1,-34.189972,115.879,K,2.03
162,DON079,EKL1b,-34.172056,115.851361,K,1.98
163,DON079,EKL4,-34.191583,115.843861,K,1.98
164,DON079,EKM1b,-34.171333,115.851389,K,2.14
165,DON079,EKM3,-34.206528,115.844778,K,2.08
166,DON079,EKU1b,-34.179583,115.844806,K,1.67
167,DON081,HKH1,-34.46145,115.89837,K,2.42
168,DON081,HKH10,-34.44612,115.88711,K,2.37
169,DON081,HKH2,-34.46566,115.9051,K,2.55
170,DON081,HKH3,-34.47234,115.90013,K,2.49
171,DON081,HKH4,-34.47656,115.89511,K,2.5
172,DON081,HKH5,-34.46949,115.89008,K,2.56
173,DON081,HKH7,-34.4643,115.88351,K,2.79
174,DON081,HKH8,-34.45718,115.87983,K,2.65
175,DON081,HKH9,-34.45357,115.87927,K,2.51
176,DON081,HKL1,-34.45994,115.90248,K,1.32
177,DON081,HKL10,-34.44751,115.88588,K,1.15
178,DON081,HKL2,-34.46772,115.90675,K,1.93
179,DON081,HKL3,-34.4733,115.89909,K,1.36
180,DON081,HKL4,-34.47835,115.89314,K,1.79
181,DON081,HKL5,-34.4706,115.8885,,1.56
182,DON081,HKL7,-34.46358,115.88062,K,1.33
183,DON081,HKL8,-34.45752,115.87884,K,0
184,DON081,HKL9,-34.45181,115.88101,K,1.48
185,DON081,HKM1,-34.46069,115.90163,K,1.93
186,DON081,HKM10,-34.44671,115.88661,K,1.93
187,DON081,HKM1b,-34.461,115.89895,K,2.08
188,DON081,HKM2,-34.46485,115.90514,K,2.39
189,DON081,HKM3,-34.4727,115.90135,K,2.58
190,DON081,HKM4,-34.47791,115.89532,K,2.56
191,DON081,HKM5,-34.47026,115.89014,K,1.9
192,DON081,HKM7,-34.46487,115.88089,K,2.01
193,DON081,HKM9,-34.45292,115.8799,K,2.43
194,DON081,HKU1,-34.474,115.89974,K,1.41
195,DON081,HKU2,-34.47013,115.88676,K,1.37
196,DON081,HKU4,-34.4644,115.88189,K,1.45
197,DON096,MJH1,-34.16617,116.66808,SJ,2.57
198,DON096,MJH1,-34.16561,116.61382,SJ,2.66
199,DON096,MJH10,-34.17328,116.63963,SJ,2.69
200,DON096,MJH2,-34.16518,116.62659,SJ,2.39
201,DON096,MJH4,-34.16002,116.64679,SJ,2.32
202,DON096,MJH5,-34.16955,116.65529,SJ,2.62
203,DON096,MJH6,-34.17543,116.65508,SJ,2.83
204,DON096,MJH7,-34.20085,116.67913,SJ,2.32
205,DON096,MJH8,-34.17495,116.70008,SJ,2.41
206,DON096,MJH9,-34.17203,116.64187,SJ,2.61
207,DON096,MJL1,-34.16399,116.61517,SJ,0.79
208,DON096,MJL1,-34.16526,116.66983,SJ,1.17
209,DON096,MJL10,-34.17535,116.64165,SJ,1.25
210,DON096,MJL2,-34.16386,116.62759,SJ,0
211,DON096,MJL3,-34.16183,116.63468,SJ,0
212,DON096,MJL3a,-34.16124,116.63403,SJ,1.31
213,DON096,MJL4,-34.15777,116.64747,SJ,1.08
214,DON096,MJL5,-34.16724,116.6545,SJ,0.99
215,DON096,MJL6,-34.1743,116.65232,SJ,1.29
216,DON096,MJL7,-34.20194,116.67919,SJ,1
217,DON096,MJL8,-34.16174,116.66736,SJ,1.42
218,DON096,MJL9,-34.17378,116.64249,SJ,0
219,DON096,MJM1,-34.1647,116.61438,SJ,2.21
220,DON096,MJM1,-34.16588,116.66875,SJ,2.24
221,DON096,MJM10,-34.174,116.64181,SJ,2.4
222,DON096,MJM2,-34.16416,116.62945,SJ,1.39
223,DON096,MJM3,-34.16058,116.63543,SJ,1.87
224,DON096,MJM4,-34.15879,116.64836,SJ,1.58
225,DON096,MJM5,-34.16738,116.65733,SJ,2.11
226,DON096,MJM6,-34.17506,116.65401,SJ,2.4
227,DON096,MJM7,-34.20141,116.67958,SJ,2.09
228,DON096,MJM8,-34.16243,116.66724,SJ,1.92
229,DON096,MJM9,-34.17392,116.64363,SJ,2.34
230,DON096,MJU1,-34.16202,116.63619,SJ,0
231,DON096,MJU2a,-34.16213,116.62924,SJ,0
232,DON096,MJU3,-34.15661,116.64684,SJ,0
233,DON096,MJU4,-34.16645,116.66064,SJ,0
234,DON096,MJU4a,-34.15871,116.64669,SJ,0
235,DON096,MJU6,-34.18279,116.65666,SJ,0
236,DON096,MJU7,-34.20248,116.67933,SJ,0
237,DON096,MJU8,-34.17374,116.6989,SJ,0
238,DON096,MJWL2,-34.17705,116.61628,W,0.84
239,DON096,MWH4,-34.1674,116.6787,W,2.28
240,DON096,MWL1,-34.176,116.70247,W,0.91
241,DON096,MWL4,-34.16575,116.67833,W,1
242,DON096,MWM1,-34.17501,116.70227,W,2.3
243,DON096,MWM2,-34.17648,116.61615,W,2.52
244,DON096,MWM4,-34.17006,116.67956,W,2.22
245,DON096,MWU1,-34.16596,116.6729,W,0
246,DON096,MWU2,-34.16619,116.68366,W,0
247,ESP014,DHH1,-32.4893,121.9207,H,2.43
248,ESP014,DHH2,-32.48624,121.92647,H,2.6
249,ESP014,DHM1,-32.4892,121.92034,H,1.37
250,ESP014,DHU1,-32.48869,121.92047,H,0.13
251,ESP014,DHU2,-32.48623,121.9259,H,0.65
252,ESP014,DM1,-32.75563,121.9548,M,2.43
253,ESP014,DWH3,-32.44275,122.06586,LF,2.88
254,ESP014,DWH4,-32.56364,122.08338,LF,2.97
255,ESP014,DWH6,-32.60703,122.04724,LF,3
256,ESP014,DWL10,-32.6071,122.00277,LF,1.56
257,ESP014,DWL2,-32.48864,121.92531,LF,1.38
258,ESP014,DWL3,-32.49256,121.91893,LF,1.31
259,ESP014,DWL4,-32.49444,121.91385,LF,1.46
260,ESP014,DWL5,-32.44866,121.97281,LF,0.99
261,ESP014,DWL6,-32.44291,122.0368,LF,1.58
262,ESP014,DWL7,-32.44954,122.07066,LF,1.38
263,ESP014,DWL8,-32.56294,122.08229,LF,1.18
264,ESP014,DWL9,-32.60638,122.04765,LF,1.2
265,ESP014,DWM10,-32.60581,122.01555,LF,1.83
266,ESP014,DWM3,-32.48767,121.92475,LF,2.18
267,ESP014,DWM4,-32.49498,121.91879,LF,2.48
268,ESP014,DWM5,-32.46244,121.93935,LF,1.73
269,ESP014,DWM6,-32.45616,121.94748,LF,1.62
270,ESP014,DWM9,-32.60638,122.04727,LF,1.92
271,ESP014,DWU3,-32.44488,122.07251,LF,0.44
272,ESP015,DMH1,-32.52844,122.25209,M,2.86
273,ESP015,DMH4,-32.56557,122.29543,M,2.78
274,ESP015,DML1,-32.49198,122.27442,M,1.08
275,ESP015,DML2,-32.496,122.26901,M,1.63
276,ESP015,DML2,-32.52026,122.25713,M,1.19
277,ESP015,DML3,-32.57369,122.31328,M,1.32
278,ESP015,DML4,-32.5832,122.33205,M,1.01
279,ESP015,DMM1,-32.49132,122.27361,M,2.34
280,ESP015,DMM2,-32.49897,122.29811,M,2.29
281,ESP015,DMM3,-32.50399,122.27819,M,2.1
282,ESP015,DMM5,-32.5032,122.27905,M,2.21
283,ESP015,DMM6,-32.52124,122.25782,M,1.96
284,ESP015,DMM9,-32.56529,122.29676,M,2.51
285,ESP015,DMU2,-32.496,122.26853,M,0.38
286,ESP015,DMU3,-32.50366,122.27725,M,0.3
287,ESP015,DMU4,-32.54061,122.2734,M,0.02
288,ESP015,DWH1,-32.56275,122.29469,LF,2.57
289,ESP015,DWL1,-32.49893,122.27742,LF,1.37
290,ESP015,DWM1,-32.56223,122.29554,LF,1.06
291,ESP015,DWM2,-32.58407,122.34173,LF,2.55
292,ESP016,NHH1,-31.88034,121.63882,H,2.57
293,ESP016,NHH10,-32.24231,121.31223,H,2.89
294,ESP016,NHH2,-31.87991,121.62861,H,2.76
295,ESP016,NHH3,-31.88193,121.62668,H,2.93
296,ESP016,NHH4,-31.83735,121.54546,H,2.31
297,ESP016,NHH5,-32.01396,121.63394,H,2.6
298,ESP016,NHH7,-32.31891,121.3487,H,2.83
299,ESP016,NHH8,-32.3152,121.34163,H,2.95
300,ESP016,NHL1,-31.89612,121.60349,H,1.02
301,ESP016,NHL3,-31.84145,121.5548,H,1.46
302,ESP016,NHL4,-32.01895,121.59885,H,1.12
303,ESP016,NHL5,-32.01284,121.63375,H,1.31
304,ESP016,NHL6,-32.01309,121.63322,H,1.1
305,ESP016,NHM1,-31.88107,121.63874,H,1.36
306,ESP016,NHM10,-31.85661,121.5871,H,1.16
307,ESP016,NHM12,-32.3598,121.34731,H,1.91
308,ESP016,NHM13,-32.2906,121.32753,H,2.15
309,ESP016,NHM14,-32.25811,121.32858,H,1.97
310,ESP016,NHM2,-31.87885,121.62739,H,1.46
311,ESP016,NHM3,-31.88137,121.62844,H,1.32
312,ESP016,NHM4,-31.89428,121.60702,H,1.04
313,ESP016,NHM5,-31.82689,121.52875,H,1.05
314,ESP016,NHM6,-31.83373,121.53692,H,1.6
315,ESP016,NHM7,-31.8333,121.53643,H,1.8
316,ESP016,NHM8,-31.84108,121.55438,H,1.54
317,ESP016,NHM9,-31.84777,121.56391,H,1.8
318,ESP016,NHU1,-31.88161,121.63872,H,0
319,ESP016,NHU2,-31.87914,121.62817,H,0
320,ESP016,NHU3,-31.88198,121.62843,H,0.33
321,ESP016,NHU4,-31.89632,121.60427,H,0.14
322,ESP016,NHU5,-31.84614,121.565,H,0.25
323,ESP016,NHU6,-32.01893,121.59734,H,0.37
324,ESP016,NHU7,-32.35866,121.34932,H,0.07
325,ESP016,NHU8,-32.24187,121.31201,H,0.36
326,ESP016,NMH3,-32.34065,121.34437,M,2.49
327,ESP016,NMH4,-32.31452,121.34149,M,3
328,ESP016,NMH5,-32.23304,121.314,M,2.89
329,ESP016,NML3,-32.3612,121.34492,M,1.26
330,ESP016,NML4,-32.29044,121.32924,M,1.05
331,ESP016,NML5,-32.28326,121.32341,M,0.91
332,ESP016,NML6,-32.27651,121.32277,M,0.8
333,ESP016,NMM1,-31.87941,121.62148,M,1.92
334,ESP016,NMM3,-32.34037,121.34371,N,1.41
335,ESP016,NMM4,-32.31466,121.34196,M,2.1
336,ESP016,NMM5,-32.23131,121.3168,M,1.81
337,ESP016,NMM6,-32.1797,121.48677,M,2.57
338,ESP016,NW1,-31.88075,121.63844,LF,2.13
339,ESP016,NWH1,-31.89121,121.60309,LF,2.66
340,ESP016,NWH3,-32.01893,121.59659,LF,2.72
341,ESP016,NWM2,-31.89583,121.60304,LF,1.38
342,ESP016,NWM3,-31.82724,121.5283,LF,1.87
343,ESP016,NWM4,-31.84759,121.56434,LF,2.33
344,FRK050,LHH10,-34.67634,116.598213,H,2.03
345,FRK050,LHH11,-34.711858,116.670546,H,2.13
346,FRK050,LHH4,-34.693079,116.704142,H,2.52
347,FRK050,LHH4,-34.672306,116.696817,H,1.74
348,FRK050,LHH7,-34.67243,116.625242,H,2.08
349,FRK050,LHH8,-34.675855,116.613194,H,2.23
350,FRK050,LHH9,-34.676093,116.610252,H,2.4
351,FRK050,LHL11,-34.703036,116.655902,H,1.6
352,FRK050,LHL3,-34.692475,116.70434,H,0.65
353,FRK050,LHL4,-34.67284,116.696375,H,0.6
354,FRK050,LHL6,-34.662795,116.661036,H,1.36
355,FRK050,LHL7,-34.673136,116.625481,H,1.03
356,FRK050,LHL9,-34.676521,116.609434,H,1.13
357,FRK050,LHM10,-34.675027,116.608911,H,2
358,FRK050,LHM3,-34.692221,116.704233,H,1.61
359,FRK050,LHM4,-34.672276,116.696289,H,1.33
360,FRK050,LHM6,-34.66282,116.661554,H,1.87
361,FRK050,LHM7,-34.672826,116.625463,H,1.57
362,FRK050,LHM8,-34.676293,116.612471,H,1.17
363,FRK050,LHM9,-34.675098,116.60991,H,1.73
364,FRK050,LHU1,-34.678428,116.600215,H,0
365,FRK050,LJH2,-34.67378,116.609758,SJ,2.31
366,FRK050,LJL1,-34.686866,116.596309,SJ,1.05
367,FRK050,LJL2,-34.67338,116.609044,SJ,2
368,FRK050,LJM1,-34.686895,116.595281,SJ,1.94
369,FRK050,LJM2,-34.674018,116.609082,SJ,2.23
370,FRK050,LJU1,-34.686626,116.577208,SJ,0
371,FRK050,LKH1,-34.688314,116.801211,K,2.44
372,FRK050,LKH11,-34.67653,116.612689,K,2.17
373,FRK050,LKH9,-34.705683,116.635626,K,1.68
374,FRK050,LKL1,-34.627437,116.601728,K,1.04
375,FRK050,LKL11,-34.676959,116.612295,K,1.7
376,FRK050,LKL11b,-34.677692,116.611833,K,1.7
377,FRK050,LKL13,-34.702919,116.65533,K,2.09
378,FRK050,LKL13b,-34.71222,116.655209,K,2
379,FRK050,LKL16,-34.673892,116.649167,K,1.67
380,FRK050,LKL17,-34.671507,116.653107,K,1.05
381,FRK050,LKL2,-34.679152,116.800483,K,0.98
382,FRK050,LKL2b,-34.677892,116.599438,K,1.58
383,FRK050,LKL5,-34.672989,116.638422,K,1.25
384,FRK050,LKL5b,-34.67493,116.637965,K,2.11
385,FRK050,LKL7,-34.711472,116.670873,K,1.88
386,FRK050,LKL7b,-34.711619,116.675653,K,1.01
387,FRK050,LKL8,-34.705195,116.63621,K,1.84
388,FRK050,LKL8b,-34.703846,116.636359,K,1.93
389,FRK050,LKL9,-34.705556,116.635012,K,0.94
390,FRK050,LKL9b,-34.705219,116.63494,K,1.85
391,FRK050,LKM1,-34.680399,116.60202,K,2.33
392,FRK050,LKM11,-34.67515,116.61366,K,2.16
393,FRK050,LKM13,-34.713329,116.655114,K,2.01
394,FRK050,LKM1b,-34.685972,116.80182,K,1.93
395,FRK050,LKM2,-34.677025,116.598822,K,2.19
396,FRK050,LKM5,-34.674487,116.638696,K,2.01
397,FRK050,LKM7,-34.710033,116.66811,K,2.17
398,FRK050,LKM7b,-34.71355,116.674482,K,2.13
399,FRK050,LKM8,-34.704167,116.637946,K,2.1
400,FRK050,LKM8b,-34.703201,116.637338,K,2.09
401,FRK050,LKU1,-34.682307,116.593424,K,0
402,FRK050,LKU5,-34.673253,116.637241,K,0
403,PHS128,JH1,-31.46591,116.28359,NJ,2.49
404,PHS128,JH2,-31.45844,116.28984,NJ,2.72
405,PHS128,JH3,-31.4488,116.29146,NJ,2.56
406,PHS128,JL1,-31.44113,116.27764,NJ,1.82
407,PHS128,JL1a,-31.46634,116.28476,NJ,1.11
408,PHS128,JL2,-31.45884,116.28811,NJ,1.2
409,PHS128,JL3,-31.44699,116.27662,NJ,1.89
410,PHS128,JL4,-31.4331,116.29343,NJ,2.08
411,PHS128,JL5,-31.44408,116.29084,NJ,1.29
412,PHS128,JM1,-31.4488,116.29146,NJ,2.16
413,PHS128,JM2,-31.45954,116.291002,NJ,2.14
414,PHS128,JM3,-31.44662,116.27894,NJ,2.03
415,PHS128,JM5,-31.43213,116.29571,NJ,2.33
416,PHS128,JM6,-31.43219,116.29381,NJ,2.26
417,PHS128,JU1,-31.46498,116.28313,NJ,0
418,PHS128,JU2,-31.44911,116.29084,NJ,0
419,PHS128,JU3,-31.44686,116.27751,NJ,0
420,PHS128,JU4,-31.44214,116.27704,NJ,0
421,PHS128,JU5,-31.44613,116.27636,NJ,0
422,PHS128,WH1,-31.4677,116.28337,W,2.68
423,PHS128,WH2,-31.4512,116.27723,W,2.76
424,PHS128,WH3,-31.45251,116.27638,W,2.57
425,PHS128,WL1,-31.46568,116.28272,W,1.48
426,PHS128,WL2,-31.45595,116.29088,W,1.21
427,PHS128,WL3,-31.43298,116.28184,W,1.87
428,PHS128,WL4,-31.42941,116.28988,W,1.42
429,PHS128,WL5,-31.42958,116.287,W,2.26
430,PHS128,WL6,-31.43813,116.29308,W,1.26
431,PHS128,WM1,-31.46525,116.28102,W,1.98
432,PHS128,WM2,-31.45708,116.29077,W,1.52
433,PHS128,WM3,-31.46483,116.28217,W,2.42
434,PHS128,WM4,-31.43486,116.29609,W,2.29
435,PHS128,WM5,-31.4305,116.29139,W,2.26
436,PHS128,WM6,-31.43725,116.2925,W,2.18
437,PHS128,WU1,-31.46465,116.28222,W,0
438,PHS128,WU3,-31.43279,116.28282,W,0
439,PHS128,WU4,-31.45317,116.29173,W,0
440,PHS128,WU5,-31.42594,116.29305,W,0.03
441,SWC057,YaBH1,-31.562386,115.685429,BW,2.72
442,SWC057,YaBH10,-31.47473,115.63622,BW,2.55
443,SWC057,YaBH15,-31.500961,115.660947,BW,2.63
444,SWC057,YaBH2,-31.526068,115.658624,BW,2.43
445,SWC057,YaBH2,-31.35569,115.60224,BW,2.65
446,SWC057,YaBH2,-31.35545,115.57935,BW,2.47
447,SWC057,YaBH4,-31.381665,115.590922,BW,2.65
450,SWC057,YaBH9,-31.44104,115.6016,BW,2.61
451,SWC057,YaBL1,-31.541001,115.665811,BW,1.21
452,SWC057,YaBL10,-31.47475,115.63175,BW,1.35
453,SWC057,YaBL11,-31.48348,115.63909,BW,1.67
454,SWC057,YaBL12,-31.39955,115.55325,BW,1.65
455,SWC057,YaBL15,-31.499248,115.659367,BW,1.3
456,SWC057,YaBL2,-31.35348,115.580038,BW,1.64
457,SWC057,YaBL2,-31.35477,115.60057,BW,2.02
458,SWC057,YaBL2,-31.52343,115.6595,BW,2.27
460,SWC057,YaBL4,-31.382355,115.590699,BW,1.06
462,SWC057,YaBL7,-31.47919,115.621425,BW,1.84
463,SWC057,YaBL8,-31.42759,115.58078,BW,2.68
464,SWC057,YaBL9,-31.44227,115.60117,BW,1.44
465,SWC057,YaBM1,-31.56448,115.685544,BW,2.52
467,SWC057,YaBM11,-31.482094,115.630294,BW,2.42
468,SWC057,YaBM13,-31.501322,115.659177,BW,2.28
470,SWC057,YaBM2,-31.355954,115.59898,BW,2.5
471,SWC057,YaBM2,-31.522489,115.658529,BW,2.01
472,SWC057,YaBM2,-31.35537,115.578,BW,2.34
473,SWC057,YaBM3,-31.38281,115.59359,BW,2.19
475,SWC057,YaBM7,-31.47951,115.62278,BW,1.71
476,SWC057,YaBM8,-31.428033,115.582794,BW,2.7
478,SWC057,YaBU15,-31.498696,115.657844,BW,0
479,SWC057,YaHH1,-31.561853,115.671033,H,2.75
480,SWC057,YaHH10,-31.44206,115.5873,H,2.89
481,SWC057,YaHH11,-31.48236,115.63594,H,2.67
482,SWC057,YaHH12,-31.399696,115.556279,H,2.84
483,SWC057,YaHH14,-31.37302,115.58367,H,2.51
