"","id","Veg.Type","BURNID","OzCBI","dNBRmax","dNIRmax","di35max","dNDVImax","dNDWImax","RBRmax","Severity_class","predict","dif"
"160","FRK050-LKU1","Warren","FRK050",0,0,0,-2,0.0316921335597057,-0.0135135135135135,0,"U","U",0
"161","FRK050-LKU5","Warren","FRK050",0,0.0300751879699248,-2,-5,0.0491228070175438,0.0661991584852735,0.0175336316972994,"U","U",0
"162","FRK050-LHL3","Warren","FRK050",0.65,0.338403755868545,18,-7,0.244131455399061,0.271952259164535,0.226458011957536,"M","VH",1
"163","FRK050-LKL7b","Warren","FRK050",1.01,0.0603705143153259,11,-2.5,0.0578811369509044,0.0674084825028221,0.0355136396382212,"M","U",-2
"164","FRK050-LHL7","Warren","FRK050",1.03,0.365343576611182,17,-6.5,0.230331262939959,0.276190476190476,0.231455005660643,"M","VH",1
"165","FRK050-LKL1","Warren","FRK050",1.04,-0.0603658536585365,-4,0.5,0.00166666666666671,-0.0607048594938674,-0.0395582265128024,"M","U",-2
"166","FRK050-LHL9","Warren","FRK050",1.13,0.247368421052632,13,-4.5,0.152470377822491,0.177491143609774,0.170791089792507,"M","H",0
"167","FRK050-LHM8","Warren","FRK050",1.17,0.210970464135021,13,-6,0.148405797101449,0.164646464646465,0.136523617220543,"M","H",0
"168","FRK050-LKL5","Warren","FRK050",1.25,0.122153209109731,17,-4,0.121409214092141,0.120523885229768,0.0710857933234777,"M","H",0
"169","FRK050-LHM7","Warren","FRK050",1.57,0.484779645615629,23,-6.5,0.311524609843938,0.338839895665135,0.312701391272085,"H","VH",0
"170","FRK050-LKL2b","Warren","FRK050",1.58,0.156794425087108,10,-8,0.138888888888889,0.159451486885115,0.0988387544559805,"H","H",-1
"171","FRK050-LHL11","Warren","FRK050",1.6,0.196889790398918,16,-5,0.152401815052417,0.12374381280936,0.120555798663536,"H","H",-1
"172","FRK050-LHM3","Warren","FRK050",1.61,0.492957746478873,24,-5.5,0.321219987021415,0.286666666666667,0.329967663169009,"H","VH",0
"173","FRK050-LKL11","Warren","FRK050",1.7,0.287650602409639,18,-12.5,0.232042253521127,0.295634920634921,0.172903253840082,"H","H",-1
"174","FRK050-LKL11b","Warren","FRK050",1.7,0.265241986172219,20,-11.5,0.223809523809524,0.277022756005057,0.156146453532925,"H","H",-1
"175","FRK050-LHM9","Warren","FRK050",1.73,0.315294117647059,19,-5,0.251996105160662,0.214953271028037,0.219519187451366,"H","VH",0
"176","FRK050-LKL7","Warren","FRK050",1.88,0.299804305283757,14,-11,0.225694444444444,0.308398656215006,0.179283824315895,"H","H",-1
"177","FRK050-LJL2","Warren","FRK050",2,0.321867321867322,17,-8.5,0.252135765412145,0.274736842105263,0.201722494521925,"H","VH",0
"178","FRK050-LHM10","Warren","FRK050",2,0.47686669720568,24,3.5,0.265336289726534,0.194857216694663,0.359811321993804,"H","VH",0
"179","FRK050-LKL13b","Warren","FRK050",2,0.413783403656821,31,-18,0.338661180566545,0.460176991150442,0.235565224423518,"H","VH",0
"180","FRK050-LKM5","Warren","FRK050",2.01,0.400318133616119,29,-19,0.347374847374847,0.438983050847458,0.232960986594407,"VH","VH",-1
"181","FRK050-LKM13","Warren","FRK050",2.01,0.419768934531451,25,-18,0.328174603174603,0.444743935309973,0.249279794843491,"VH","VH",-1
"182","FRK050-LHH10","Warren","FRK050",2.03,0.600840336134454,26,-5.5,0.331707317073171,0.396057347670251,0.392600442567772,"VH","VH",-1
